scenario_name,entity,obstacle_id,x_nominal,y_nominal,velocity_nominal,orientation_nominal,ds,dx,dy,dv,x_new,y_new,orientation_new,velocity_new,trajectory_num_states,trajectory_start_time_step
vv_005,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.0742630475947132,-1.795007384754106,-1.0394785612484423,0.25626853453943643,-15.651007384754106,-11.634478561248443,0.5587,4.452468534539436,151,0
vv_006,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.9790486236312685,-0.522208967647158,0.8281509471163382,0.46750973243421,15.470155232352843,-21.038096982883662,2.133392559981426,12.37310973243421,,
vv_006,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.0450478511710883,-0.5594902145603129,0.8826639853582812,-0.18135641155118354,-14.360993214560313,19.64939398535828,-1.005846,5.818643588448817,151,0
vv_006,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.1826651323451527,-0.15807313439674253,-0.09153925254589801,-0.434740097282,-14.014073134396742,-10.686539252545899,0.5587,3.7614599027180002,151,0
vv_007,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.4803139786581134,0.789576056299456,-1.252157788271596,-0.024295073774066256,16.781940256299457,-23.118405718271596,2.133392559981426,11.881304926225933,,
vv_007,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.6385439056946953,-0.8772318706136772,1.3839401634712587,0.23773959255551447,-14.678734870613678,20.150670163471258,-1.005846,6.237739592555514,151,0
vv_007,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.3770884867660156,-0.3263214948729125,-0.18897092060788445,0.4657494744809725,-14.182321494872912,-10.783970920607885,0.5587,4.661949474480973,151,0
vv_008,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.8010604080089965,-0.42727287697494987,0.6775954975076424,-0.18763335861795893,15.565091323025051,-21.188652432492358,2.133392559981426,11.717966641382041,,
vv_008,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.9935588083712066,1.0672808251512684,-1.6838017586324803,0.4266701004955227,-12.734222174848732,17.08292824136752,-1.005846,6.426670100495523,151,0
vv_008,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.6751297258189535,-0.5842377826270866,-0.33832877506260317,-0.29634065449765823,-14.440237782627086,-10.933328775062604,0.5587,3.899859345502342,151,0
vv_009,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.729982015899902,-0.38936079136115076,0.617472194628462,-0.3602475163906902,15.60300340863885,-21.248775735371538,2.133392559981426,11.54535248360931,,
vv_009,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.80055078514935,-0.9639659504405085,1.5207737426367096,-0.6896928223485922,-14.765468950440509,20.28750374263671,-1.005846,5.310307177651408,151,0
vv_009,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,1.7215462650128304,1.4682040886862016,0.8984849836698725,0.23079119922884495,-12.387795911313798,-9.696515016330128,0.5587,4.426991199228845,151,0
vv_010,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.8206615145053404,-0.437727796021683,0.6941755469902695,0.2807290310219679,15.554636403978318,-21.17207238300973,2.133392559981426,12.186329031021968,,
vv_010,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.24650534676996028,-0.1319722625141413,0.20820232446607534,0.09623767433405128,-13.933475262514142,18.974932324466074,-1.005846,6.096237674334051,151,0
vv_010,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.1612180112340553,-1.8702557010439023,-1.0830544329789085,-0.5396578970496372,-15.726255701043902,-11.678054432978909,0.5587,3.656542102950363,151,0
vv_011,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.6736118471618866,-0.35929383894325717,0.5697901826380765,-0.028903793856867477,15.633070361056744,-21.296457747361924,2.133392559981426,11.876696206143132,,
vv_011,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,0.39141663888713296,0.20955403384553684,-0.3305965700019762,0.3709984003824358,-13.591948966154463,18.436133429998023,-1.005846,6.370998400382436,151,0
vv_011,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,0.8083099200035448,0.6951538493012333,0.4122551581580165,0.0750111609211942,-13.160846150698767,-10.182744841841984,0.5587,4.271211160921195,151,0
vv_012,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.23682864298165418,-0.126320626617904,0.20032699429514622,-0.1960499019373878,15.866043573382097,-21.665920935704854,2.133392559981426,11.709550098062612,,
vv_012,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.815092992592364,-1.50712427250844,2.377672177605344,-0.08859565507469269,-15.30862727250844,21.144402177605343,-1.005846,5.911404344925307,151,0
vv_012,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.7124919630828248,-1.481941127780404,-0.8581836734733486,-0.12805989878550939,-15.337941127780404,-11.45318367347335,0.5587,4.068140101214491,151,0
vv_013,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.4136122930726644,-0.7539983576510618,1.1957366673342626,-0.26606051413465925,15.238365842348939,-20.670511262665737,2.133392559981426,11.63953948586534,,
vv_013,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.650183549865604,-1.4188362391989369,2.238387047477282,-0.30606255116920483,-15.220339239198937,21.00511704747728,-1.005846,5.693937448830795,151,0
vv_013,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.2384374533998983,-1.0717080348062176,-0.6206200239401074,0.22668312061765306,-14.927708034806217,-11.215620023940108,0.5587,4.422883120617653,151,0
vv_014,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.22812860936511337,-0.12168016721239461,0.19296786931964505,0.2838982091064135,15.870684032787606,-21.673280060680355,2.133392559981426,12.189498209106413,,
vv_014,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,0.985881241964325,0.5278125576736734,-0.8326918560994763,-0.1310583939839013,-13.273690442326327,17.934038143900523,-1.005846,5.868941606016099,151,0
vv_014,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,1.8841223079962077,1.6058686722586906,0.9849702953916761,-0.4662379121292145,-12.25013132774131,-9.610029704608325,0.5587,3.7299620878707858,151,0
vv_015,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.909151707464558,1.0183113162409612,-1.6149000914392317,-0.40995213922435825,17.010675516240962,-23.481148021439232,2.133392559981426,11.495647860775641,,
vv_015,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.3341561035787013,0.7142665432098507,-1.12685217040449,-0.05337187764805762,-13.08723645679015,17.63987782959551,-1.005846,5.946628122351942,151,0
vv_015,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.0323693257983892,-1.758753766831136,-1.0184842974260775,0.0014626851447089306,-15.614753766831136,-11.613484297426078,0.5587,4.197662685144709,151,0
vv_016,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.3907515891473263,0.7418048946930575,-1.1763993713553376,0.19632037507773603,16.73416909469306,-23.042647301355338,2.133392559981426,12.101920375077736,,
vv_016,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.3230623465558158,-0.17295879933949543,0.2728635803715669,-0.16657028346492453,-13.974461799339496,19.039593580371566,-1.005846,5.8334297165350755,151,0
vv_016,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.1909274651127408,-1.030594261929668,-0.596811272042931,0.1823956303664438,-14.886594261929668,-11.191811272042932,0.5587,4.378595630366444,151,0
vv_017,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.5527495577864383,0.2948278691213275,-0.4675559872597965,-0.412350080683899,16.28719206912133,-22.333803917259797,2.133392559981426,11.493249919316101,,
vv_017,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.291964587276908,-1.2270555432109695,1.9358296317617025,0.6466567303693203,-15.02855854321097,20.7025596317617,-1.005846,6.646656730369321,151,0
vv_017,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.451484144245642,2.0863842871850817,1.2866387032289524,0.27958998733504936,-11.769615712814918,-9.308361296771048,0.5587,4.47578998733505,151,0
vv_018,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.9365201541619217,0.49952503362727896,-0.7921772149785262,0.4691763773477239,16.49188923362728,-22.658425144978526,2.133392559981426,12.374776377347724,,
vv_018,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.6725054237947674,0.8954047279814237,-1.4126304419890339,0.30364626482259394,-12.906098272018577,17.354099558010965,-1.005846,6.303646264822594,151,0
vv_018,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.30383098713726797,-0.2629265686726381,-0.15225927962143793,-0.31886181341677733,-14.118926568672638,-10.747259279621439,0.5587,3.8773381865832226,151,0
vv_019,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.6144361513860028,0.8611147012974563,-1.3656081275795948,0.40260239654384167,16.853478901297457,-23.231856057579595,2.133392559981426,12.308202396543841,,
vv_019,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.2653422609983336,-0.142057034394659,0.2241122809011209,-0.41669128928667754,-13.94356003439466,18.99084228090112,-1.005846,5.583308710713323,151,0
vv_019,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.164260255096085,-1.0075172279121194,-0.5834474929731694,0.11090739651865433,-14.86351722791212,-11.17844749297317,0.5587,4.307107396518655,151,0
vv_020,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.2929088682430732,0.6896171353237825,-1.093636844774995,0.3566142840923755,16.681981335323783,-22.959884774774995,2.133392559981426,12.262214284092375,,
vv_020,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.5511171790112606,0.8304187790788706,-1.3101027266286778,0.3072481383313115,-12.97108422092113,17.45662727337132,-1.005846,6.307248138331311,151,0
vv_020,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.4074417613493777,-0.3525883427983878,-0.20418190275871595,0.17823237698342043,-14.208588342798388,-10.799181902758717,0.5587,4.374432376983421,151,0
vv_021,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.3363918756509423,-0.17942606986496834,0.28454486095830234,0.14984660155482,15.812938130135032,-21.581703069041698,2.133392559981426,12.05544660155482,,
vv_021,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.4933340731606655,-1.3348632926233535,2.105909492449925,-0.1178696369611465,-15.136366292623354,20.872639492449924,-1.005846,5.882130363038853,151,0
vv_021,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.750314956828645,-2.380043198297235,-1.3782694714729864,-0.008412853057673475,-16.236043198297235,-11.973269471472987,0.5587,4.187787146942327,151,0
vv_022,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.6805551506688587,0.36299735036380554,-0.5756633015320425,-0.3554758111339531,16.355361550363806,-22.441911231532043,2.133392559981426,11.550124188866047,,
vv_022,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.37958219366469,-1.2739636281778228,2.009832851379951,0.12270240104879682,-15.075466628177823,20.77656285137995,-1.005846,6.122702401048797,151,0
vv_022,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.9764421887786834,-1.7103560363335806,-0.9904574471230738,0.5951681657275161,-15.56635603633358,-11.585457447123074,0.5587,4.7913681657275164,151,0
vv_023,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.3242445588015799,-0.1729468844190709,0.27426977163140975,-0.15313019546516293,15.81941731558093,-21.59197815836859,2.133392559981426,11.752469804534837,,
vv_023,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,0.5454929488885005,0.2920421840122085,-0.46073193946655167,-0.6680745805584235,-13.509460815987792,18.305998060533447,-1.005846,5.331925419441577,151,0
vv_023,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.7513552794486724,2.3403425004371456,1.4461002640682583,-0.02477518827993963,-11.515657499562854,-9.148899735931742,0.5587,4.17142481172006,151,0
vv_024,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.1309409090011449,-0.6032259069569292,0.956632548313479,-0.41727000007756143,15.389138293043072,-20.90961538168652,2.133392559981426,11.488329999922438,,
vv_024,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.0800500149710377,-0.04285660221349019,0.06761151191607695,-0.01301020790367069,-13.84435960221349,18.834341511916076,-1.005846,5.986989792096329,151,0
vv_024,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.626958729849897,2.2349922569941416,1.379950155845366,0.10041927332650558,-11.621007743005858,-9.215049844154635,0.5587,4.296619273326506,151,0
vv_025,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.10604239577218477,0.056561336217502145,-0.08969841105836451,-0.23302433690810642,16.048925536217503,-21.955946341058365,2.133392559981426,11.672575663091893,,
vv_025,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.0105860159446869,-0.5410402846711158,0.8535569728998489,0.028941363460152858,-14.342543284671116,19.620286972899848,-1.005846,6.028941363460153,151,0
vv_025,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-0.36653123816971966,-0.31718555658629377,-0.18368035073809708,-0.6697430881675374,-14.173185556586294,-10.778680350738098,0.5587,3.526456911832463,151,0
vv_026,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.3051676967774313,-0.6961557212431977,1.1040063018956587,0.3961607718397667,15.296208478756803,-20.76224162810434,2.133392559981426,12.301760771839767,,
vv_026,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.1585054660083354,-1.1556051571737083,1.823107941812932,0.07565060095466913,-14.957108157173709,20.58983794181293,-1.005846,6.075650600954669,151,0
vv_026,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.3485455531873387,-2.0323635501732085,-1.1769301658651514,0.24113613025573633,-15.888363550173208,-11.771930165865152,0.5587,4.437336130255736,151,0
vv_027,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.8750648646439667,0.4667457544771132,-0.7401938381342781,0.15942263469190177,16.459109954477114,-22.606441768134278,2.133392559981426,12.065022634691902,,
vv_027,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.3619676857212957,0.7291557960443864,-1.150342471622757,0.37610648868471985,-13.072347203955614,17.616387528377242,-1.005846,6.376106488684719,151,0
vv_027,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.3535543242646204,-2.0366979961262857,-1.1794402188495479,0.5824165831926511,-15.892697996126286,-11.774440218849549,0.5587,4.778616583192651,151,0
vv_028,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.0791440364204767,0.5755983559841411,-0.9128189217639111,-0.4625874438238202,16.567962555984142,-22.77906685176391,2.133392559981426,11.44301255617618,,
vv_028,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,0.32911481634890016,0.1761993362268015,-0.2779754598051447,-0.1807088025925857,-13.625303663773199,18.488754540194854,-1.005846,5.819291197407415,151,0
vv_028,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,1.9787384587944787,1.6859974418535923,1.0352854861616638,0.4315520608900225,-12.170002558146408,-9.559714513838337,0.5587,4.627752060890023,151,0
vv_029,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.7314444287091386,0.3901408861557165,-0.6187091733918848,0.45289939506974497,16.382505086155717,-22.484957103391885,2.133392559981426,12.358499395069744,,
vv_029,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.2544929711592883,-0.6716214389721831,1.059564654658221,0.021079980924400332,-14.473124438972183,19.82629465465822,-1.005846,6.021079980924401,151,0
vv_029,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.4642094565943835,-1.267084611308782,-0.7337614875181817,0.6104609980685487,-15.123084611308782,-11.328761487518182,0.5587,4.806660998068549,151,0
vv_030,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.3415687296719274,0.7155715355665606,-1.134796913073199,-0.455089380607671,16.70793573556656,-23.0010448430732,2.133392559981426,11.450510619392329,,
vv_030,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.38941763998177237,-0.20848361986756814,0.3289083133274211,0.6893257896781719,-14.009986619867568,19.09563831332742,-1.005846,6.689325789678172,151,0
vv_030,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.350063597529484,2.0004903355453276,1.2327095308071936,0.3480512272397289,-11.855509664454672,-9.362290469192807,0.5587,4.544251227239729,151,0
vv_031,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.5631699635140994,-0.8337700634139811,1.3222434733083297,0.3934466396978632,15.15859413658602,-20.54400445669167,2.133392559981426,12.299046639697863,,
vv_031,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,0.11315016231869457,0.06057762057988647,-0.09556835834979793,-0.2576993274368898,-13.740925379420114,18.6711616416502,-1.005846,5.74230067256311,151,0
vv_031,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,1.6320745926659281,1.3924437272864374,0.850886213471215,0.22632576843486552,-12.463556272713562,-9.744113786528786,0.5587,4.422525768434865,151,0
vv_032,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.5053690845051597,0.2695558742753761,-0.42747811899232957,-0.40553333193848473,16.261920074275377,-22.29372604899233,2.133392559981426,11.500066668061516,,
vv_032,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.4807376680941555,0.7927405213974339,-1.2506584295505476,-0.3325552777079894,-13.008762478602566,17.51607157044945,-1.005846,5.667444722292011,151,0
vv_032,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.6208789032026756,2.2298433237950626,1.3767170749567477,-0.36264119499204134,-11.626156676204937,-9.218282925043253,0.5587,3.833558805007959,151,0
vv_033,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.508968270354056,0.8048598021530502,-1.2763956830910494,0.33111267212490614,16.79722400215305,-23.14264361309105,2.133392559981426,12.236712672124906,,
vv_033,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.0802941002530355,-1.1137329177748594,1.7570493821780566,-0.4490243685791652,-14.91523591777486,20.523779382178056,-1.005846,5.550975631420835,151,0
vv_033,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,0.5962967491250613,0.5154561377502187,0.29975458132523336,0.5243868571724501,-13.340543862249781,-10.295245418674767,0.5587,4.72058685717245,151,0
vv_034,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.214261337141707,0.6476677865099596,-1.0271110130820595,-0.18967632709990523,16.64003198650996,-22.89335894308206,2.133392559981426,11.715923672900095,,
vv_034,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,1.6644290294470654,0.891080991035107,-1.4058088993131328,0.6605569964853544,-12.910422008964893,17.360921100686866,-1.005846,6.660556996485354,151,0
vv_034,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,0.004447117214053886,0.0038730264728297215,0.002187774465017611,-0.4985434964282489,-13.85212697352717,-10.592812225534983,0.5587,3.6976565035717512,151,0
vv_035,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.9442548491671938,1.0370347766614394,-1.6445928950670137,-0.27034397000114474,17.02939897666144,-23.510840825067014,2.133392559981426,11.635256029998855,,
vv_035,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.2090666932808736,-1.1826742639743628,1.8658127560651927,0.24872214305800044,-14.984177263974363,20.63254275606519,-1.005846,6.248722143058,151,0
vv_035,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.2690049722288133,-1.9635314266998876,-1.1370698748805985,0.008861904268886223,-15.819531426699887,-11.7320698748806,0.5587,4.205061904268886,151,0
vv_036,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.7770497425715459,-0.414465969255156,0.6572855205246633,0.08111660922090236,15.577898230744845,-21.208962409475337,2.133392559981426,11.986716609220903,,
vv_036,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.8013460900396543,-0.9643917350619677,1.5214454697574027,0.42577433665516784,-14.765894735061968,20.2881754697574,-1.005846,6.425774336655168,151,0
vv_036,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,1.2924427776948102,1.1046981874348347,0.6704703059738133,0.3345776054817584,-12.751301812565165,-9.924529694026187,0.5587,4.530777605481759,151,0
vv_037,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-1.475768993770747,0.7871518332663392,-1.2483133077719586,-0.3762461963496554,16.77951603326634,-23.11456123777196,2.133392559981426,11.529353803650345,,
vv_037,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,2.565375306039046,1.3733959496980628,-2.1667796437722693,-0.14339052864508306,-12.428107050301938,16.59995035622773,-1.005846,5.856609471354917,151,0
vv_037,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-1.1943078493143615,-1.033519548870613,-0.5985052890628264,-0.0159823365078533,-14.889519548870613,-11.193505289062827,0.5587,4.180217663492147,151,0
vv_038,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.6514568510543297,-0.3474767161038663,0.5510498663211969,0.45562325704696993,15.644887483896134,-21.315198063678803,2.133392559981426,12.36122325704697,,
vv_038,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.28132263870767,-0.6859853137329459,1.0822254172802914,0.5947318010368379,-14.487488313732946,19.84895541728029,-1.005846,6.594731801036838,151,0
vv_038,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.850843051682462,-2.467037310662638,-1.4286472668663261,0.07727725925755458,-16.323037310662638,-12.023647266866327,0.5587,4.273477259257555,151,0
vv_039,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.5359004467243405,-0.28584076722518326,0.45330380630657885,-0.3941025962492467,15.706523432774818,-21.41294412369342,2.133392559981426,11.511497403750752,,
vv_039,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-2.157962417616524,-1.155314423825077,1.8226492745306437,-0.1132399529571746,-14.956817423825077,20.589379274530643,-1.005846,5.886760047042825,151,0
vv_039,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,2.79739147285909,2.3793302419610907,1.47058061351472,0.13445957452812196,-11.47666975803891,-9.12441938648528,0.5587,4.330659574528122,151,0
vv_040,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.732092886400845,-0.9238708965134794,1.465130821143049,0.30436091561297074,15.068493303486521,-20.40111710885695,2.133392559981426,12.209960915612971,,
vv_040,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.1957103906682507,-0.10477802365122102,0.16530009913869748,0.39866882895306244,-13.906281023651221,18.932030099138696,-1.005846,6.398668828953062,151,0
vv_040,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,-2.8929792961380736,-2.503500800696523,-1.4497630664337535,-0.5471984045279711,-16.359500800696523,-12.044763066433754,0.5587,3.649001595472029,151,0
vv_041,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,1.3177144595309453,-0.7028479663795206,1.1146192709088716,0.29681708832516174,15.28951623362048,-20.75162865909113,2.133392559981426,12.202417088325161,,
vv_041,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-1.6041555482013978,-0.8588212787056211,1.3548952114712662,0.04307742683867488,-14.660324278705621,20.121625211471265,-1.005846,6.043077426838675,151,0
vv_041,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,0.6360949242000657,0.5493147752173719,0.3206628436069714,0.5148345352864157,-13.306685224782628,-10.27433715639303,0.5587,4.711034535286416,151,0
vv_042,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,0.41242862935490265,-0.21998286412439683,0.34886231022296244,-0.08742843072631967,15.772381335875604,-21.517385619777038,2.133392559981426,11.81817156927368,,
vv_042,obstacle_20044,20044,-13.801503,18.76673,6.0,-1.005846,-0.754895739556904,-0.4041506604908687,0.6375969112424862,-0.10376507907708621,-14.205653660490869,19.404326911242485,-1.005846,5.896234920922914,151,0
vv_042,obstacle_20087,20087,-13.856,-10.595,4.1962,0.5587,0.9115861534798451,0.7823572382482951,0.4676058543445496,0.5144868844532549,-13.073642761751705,-10.127394145655451,0.5587,4.710686884453255,151,0
vv_043,ego,,15.9923642,-21.86624793,11.9056,2.133392559981426,-0.18441247169480102,0.09836269482856963,-0.15598955087648392,-0.2521604370486419,16.09072689482857,-22.022237480876484,2.133392559981426,11.653439562951357,,
