Mon Mar 16 10:29:04 2026    output.dat

         1581728327 function calls (1549486512 primitive calls) in 2500.095 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  2810140   49.815    0.000   49.815    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/validity_checks.py:318(acceleration_valid)
  2343290    6.709    0.000   47.858    0.000 <__array_function__ internals>:2(mean)
  8504120   40.622    0.000   47.249    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:421(<listcomp>)
  2810140    7.557    0.000   43.438    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/validity_checks.py:295(velocity_valid)
     3695   10.715    0.003   40.927    0.011 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:379(calc_frenet_trajectories)
  2400370   38.022    0.000   39.135    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/validity_checks.py:338(curvature_valid)
  2812792    7.620    0.000   35.918    0.000 <__array_function__ internals>:2(all)
 53224999   34.852    0.000   34.853    0.000 {built-in method numpy.array}
  8515613   22.719    0.000   34.646    0.000 <__array_function__ internals>:2(concatenate)
  2343290    8.475    0.000   34.411    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3269(mean)
  5693980   16.507    0.000   30.427    0.000 {method 'min' of 'numpy.ndarray' objects}
  2343290   16.793    0.000   25.936    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:143(_mean)
  8504120   22.234    0.000   25.715    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:349(_stack_dispatcher)
 59606248   19.183    0.000   23.266    0.000 /home/yanjun/NewDisk/beliefplanning/planner/utils/timers.py:40(start_timer)
  2342431   15.807    0.000   23.074    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:379(get_maximin_costs)
 11314260   12.781    0.000   21.804    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:276(<genexpr>)
  2812792    7.984    0.000   20.699    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2337(all)
 11314260   12.461    0.000   19.860    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:277(<genexpr>)
 10972599   18.308    0.000   18.308    0.000 {method 'reduce' of 'numpy.ufunc' objects}
 11314260   14.405    0.000   16.549    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:275(<genexpr>)
 11314260   12.262    0.000   14.073    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:278(<genexpr>)
  5693980    1.737    0.000   13.919    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:41(_amin)
  2818249    8.601    0.000   12.781    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(_wrapreduction)
264360050/264359672   12.181    0.000   12.182    0.000 {built-in method builtins.len}
   114398    0.054    0.000   11.735    0.000 <__array_function__ internals>:2(gradient)
  2342431    7.818    0.000   11.360    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:351(get_equality_costs)
225152376   11.077    0.000   11.077    0.000 {method 'append' of 'list' objects}
   114398    4.358    0.000   10.104    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/function_base.py:802(gradient)
 57263755    9.566    0.000    9.566    0.000 /home/yanjun/NewDisk/beliefplanning/planner/utils/timers.py:97(__init__)
  5693980    9.533    0.000    9.533    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:190(<listcomp>)
119212620    8.442    0.000    8.442    0.000 {built-in method time.time}
  5693980    8.372    0.000    8.372    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:195(<listcomp>)
 19716882    4.524    0.000    8.046    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_asarray.py:86(asanyarray)
  1270386    7.724    0.000    7.914    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/collision_probability.py:545(get_center_points_for_shape_estimation)
   115120    0.762    0.000    6.514    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:12(__init__)
   133900    0.420    0.000    6.271    0.000 <__array_function__ internals>:2(solve)
  2342431    3.689    0.000    6.091    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:326(get_bayesian_costs)
  5620280    3.886    0.000    6.009    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/collision_probability.py:136(_resolve_obstacle_mode)
  5620280    3.685    0.000    5.590    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/harm_estimation.py:201(_resolve_obstacle_mode)
    93715    5.260    0.000    5.513    0.000 {method 'sort' of 'list' objects}
   133900    2.711    0.000    5.421    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:314(solve)
       61    0.019    0.000    5.375    0.088 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:602(build_multimodal_gmm_predictions)
  2294956    3.062    0.000    5.221    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/validity_checks.py:471(max_risk_valid)
1303303/1277499    2.805    0.000    5.145    0.000 {built-in method builtins.all}
      122    0.047    0.000    5.016    0.041 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:498(generate_gt_mode_trajectories_to_lanelets)
  2540772    4.680    0.000    4.680    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/collision_probability.py:365(<genexpr>)
  8504120    4.675    0.000    4.675    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:433(<listcomp>)
 59608574    4.520    0.000    4.520    0.000 {method 'pop' of 'dict' objects}
 11668334    4.497    0.000    4.498    0.000 {built-in method builtins.sum}
  5693980    4.337    0.000    4.337    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/harm_estimation.py:542(get_model)
  8504120    3.938    0.000    3.938    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:425(<setcomp>)
       61    0.003    0.000    3.902    0.064 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/main.py:75(step)
      122    0.022    0.000    3.896    0.032 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/main.py:453(step_single)
  2343290    3.186    0.000    3.859    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:59(_count_reduce_items)
 22608924    3.617    0.000    3.618    0.000 {built-in method builtins.min}
  8504120    2.154    0.000    3.481    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/shape_base.py:208(_arrays_for_stack_dispatcher)
      859    0.321    0.000    3.309    0.004 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:370(_project_point_to_polyline)
  2342431    3.281    0.000    3.281    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:404(<listcomp>)
    65680    0.169    0.000    3.120    0.000 <__array_function__ internals>:2(clip)
  2342431    1.755    0.000    2.854    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:410(get_ego_costs)
    65680    0.173    0.000    2.763    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2033(clip)
   100599    0.045    0.000    2.637    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:52(_wrapfunc)
27713473/27713265    2.622    0.000    2.630    0.000 {built-in method builtins.isinstance}
      122    0.065    0.001    2.502    0.021 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/main.py:611(_preprocessing)
        1    0.001    0.001    2.445    2.445 /home/yanjun/NewDisk/beliefplanning/planner/plannertools/scenario_handler.py:146(_initialize)
    62979    0.190    0.000    2.437    0.000 {method 'clip' of 'numpy.generic' objects}
  2342431    2.038    0.000    2.389    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:375(<listcomp>)
   364469    0.937    0.000    2.359    0.000 <__array_function__ internals>:2(ndim)
    65680    0.831    0.000    2.355    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:106(_clip)
  2342431    2.224    0.000    2.224    0.000 /home/yanjun/NewDisk/beliefplanning/risk_assessment/risk_costs.py:405(<listcomp>)
        1    0.000    0.000    2.205    2.205 /home/yanjun/NewDisk/beliefplanning/planner/plannertools/scenario_handler.py:320(_create_planner_agent_for_ego_vehicle)
        1    0.000    0.000    2.160    2.160 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/plannertools/frenetcreator.py:55(get_planner)
        1    0.000    0.000    2.160    2.160 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/frenet_planner.py:152(__init__)
   129994    0.327    0.000    2.140    0.000 <__array_function__ internals>:2(norm)
        1    0.000    0.000    2.061    2.061 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/main.py:339(__init__)
      122    0.096    0.001    2.055    0.017 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/utils/preprocessing.py:21(generate_self_rendered_sc_img)
 10970798    2.035    0.000    2.035    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    1.983    1.983 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:889(load)
        1    0.000    0.000    1.982    1.982 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:1136(_legacy_load)
        1    0.000    0.000    1.979    1.979 {method 'load' of '_pickle.Unpickler' objects}
       34    0.001    0.000    1.978    0.058 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:1258(persistent_load)
       28    0.000    0.000    1.976    0.071 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:412(default_restore_location)
       28    0.000    0.000    1.976    0.071 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:387(_deserialize)
       28    0.000    0.000    1.869    0.067 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/serialization.py:335(_validate_device)
       30    0.000    0.000    1.856    0.062 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/cuda/__init__.py:115(is_available)
       30    1.855    0.062    1.855    0.062 {built-in method torch._C._cuda_getDeviceCount}
 10881345    1.671    0.000    1.672    0.000 {built-in method builtins.hasattr}
      859    0.164    0.000    1.599    0.002 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:398(_sample_polyline)
   133900    1.379    0.000    1.562    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:135(_commonType)
   117616    0.316    0.000    1.515    0.000 <__array_function__ internals>:2(diff)
     4880    0.165    0.000    1.494    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/utils/preprocessing.py:101(interpolate_boundary)
 23274667    1.424    0.000    1.424    0.000 {method 'values' of 'dict' objects}
   129994    0.900    0.000    1.412    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:2363(norm)
   131360    0.276    0.000    1.387    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/_methods.py:72(_clip_dep_is_scalar_nan)
   231048    1.120    0.000    1.368    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numerictypes.py:360(issubdtype)
      122    0.004    0.000    1.336    0.011 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/main.py:562(_predict)
   115120    1.288    0.000    1.288    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:57(calc_point)
  7207400    1.283    0.000    1.283    0.000 {built-in method builtins.abs}
    19960    0.159    0.000    1.260    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/utils/cubicspline.py:26(calc_position)
  8515613    1.193    0.000    1.193    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
       61    0.004    0.000    1.168    0.019 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/prediction_helpers.py:120(get_obstacles_in_radius)
    18780    0.105    0.000    1.116    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:149(__init__)
        1    0.000    0.000    1.110    1.110 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:337(_compile_for_args)
    39920    0.647    0.000    1.101    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/scipy/interpolate/interpolate.py:868(__call__)
    139/1    0.001    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler_lock.py:29(_acquire_compile_lock)
      7/1    0.000    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:784(compile)
      4/1    0.000    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:77(compile)
      4/1    0.000    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:84(_compile_cached)
      4/1    0.000    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:99(_compile_core)
      4/1    0.000    0.000    1.073    1.073 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler.py:577(compile_extra)
 11720763    1.040    0.000    1.048    0.000 {method 'get' of 'dict' objects}
   115120    1.019    0.000    1.019    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:78(calc_first_derivative)
      6/1    0.000    0.000    0.970    0.970 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler.py:326(compile_extra)
      6/1    0.000    0.000    0.970    0.970 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler.py:396(_compile_bytecode)
      6/1    0.000    0.000    0.970    0.970 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler.py:356(_compile_core)
      6/1    0.001    0.000    0.968    0.968 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler_machinery.py:318(run)
   132/22    0.006    0.000    0.968    0.044 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler_machinery.py:259(_runPass)
   396/66    0.001    0.000    0.966    0.015 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/compiler_machinery.py:263(check)
  2818249    0.926    0.000    0.926    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
 3904/122    0.017    0.000    0.878    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:1549(_wrapped_call_impl)
 3904/122    0.024    0.000    0.877    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/module.py:1555(_call_impl)
      122    0.032    0.000    0.873    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/utils/model.py:193(forward)
   267800    0.707    0.000    0.851    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/linalg/linalg.py:107(_makearray)
   117616    0.749    0.000    0.837    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/function_base.py:1152(diff)
  7965427    0.787    0.000    0.787    0.000 {method 'keys' of 'dict' objects}
      6/4    0.000    0.000    0.781    0.195 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typed_passes.py:430(run_pass)
      6/4    0.001    0.000    0.779    0.195 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typed_passes.py:347(run_pass)
   115120    0.749    0.000    0.749    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:105(calc_second_derivative)
   119400    0.169    0.000    0.701    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/numeric.py:144(ones)
       62    0.000    0.000    0.678    0.011 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:207(update_follower)
       62    0.001    0.000    0.678    0.011 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:355(__get_follower_commonroad)
       62    0.004    0.000    0.676    0.011 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/spacial.py:199(get_follower_on_lanelet)
   207848    0.504    0.000    0.632    0.000 <__array_function__ internals>:2(dot)
      312    0.026    0.000    0.617    0.002 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:744(merge_lanelets)
      6/4    0.000    0.000    0.596    0.149 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:174(lower)
  6323734    0.578    0.000    0.580    0.000 {built-in method builtins.issubclass}
      332    0.068    0.000    0.574    0.002 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad/scenario/lanelet.py:139(__init__)
      6/3    0.000    0.000    0.529    0.176 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typed_passes.py:85(run_pass)
      6/3    0.000    0.000    0.528    0.176 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typed_passes.py:50(type_inference_stage)
   115238    0.323    0.000    0.527    0.000 {method 'all' of 'numpy.ndarray' objects}
      6/4    0.000    0.000    0.524    0.131 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:225(lower_normal_function)
      6/3    0.000    0.000    0.521    0.174 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typeinfer.py:975(propagate)
     13/7    0.002    0.000    0.521    0.074 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typeinfer.py:142(propagate)
      6/4    0.000    0.000    0.515    0.129 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:239(lower_function_body)
     20/7    0.003    0.000    0.515    0.074 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:263(lower_block)
  260/126    0.004    0.000    0.511    0.004 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:364(lower_inst)
   110/80    0.008    0.000    0.505    0.006 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/types/functions.py:268(get_call_type)
    89/63    0.002    0.000    0.500    0.008 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typeinfer.py:497(resolve)
   364469    0.423    0.000    0.500    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3075(ndim)
    89/63    0.000    0.000    0.493    0.008 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typeinfer.py:1421(resolve_call)
    97/63    0.000    0.000    0.493    0.008 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typing/context.py:187(resolve_function_type)
    97/63    0.001    0.000    0.493    0.008 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typing/context.py:231(_resolve_user_function_type)
   343194    0.491    0.000    0.491    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numpy/lib/function_base.py:797(_gradient_dispatcher)
   115120    0.489    0.000    0.489    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/polynomials.py:130(calc_third_derivative)
     3695    0.022    0.000    0.488    0.000 /home/yanjun/NewDisk/beliefplanning/planner/Frenet/utils/frenet_functions.py:1336(get_v_list)
  658/488    0.003    0.000    0.469    0.001 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typing/templates.py:307(apply)
   114/60    0.001    0.000    0.459    0.008 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:534(lower_assign)
       62    0.000    0.000    0.456    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:196(update_leader)
      400    0.456    0.001    0.456    0.001 {method 'cuda' of 'torch._C.TensorBase' objects}
       62    0.001    0.000    0.456    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/agent_sim/agent.py:341(__get_leader_commonroad)
       62    0.004    0.000    0.454    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/spacial.py:88(get_leader_on_lanelet)
      122    0.000    0.000    0.454    0.004 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/prediction/utils/cuda.py:1(cudanize)
    38/20    0.001    0.000    0.446    0.022 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typeinfer.py:487(__call__)
       62    0.022    0.000    0.446    0.007 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/commonroad_helper_functions/spacial.py:308(all_lanelets_by_merging_predecessors_from_lanelet)
    55/31    0.001    0.000    0.444    0.014 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/lowering.py:1044(lower_expr)
   119928    0.328    0.000    0.441    0.000 <__array_function__ internals>:2(copyto)
  218/142    0.001    0.000    0.439    0.003 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/typing/templates.py:557(generic)
      6/2    0.000    0.000    0.436    0.218 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/types/functions.py:472(get_call_type)
      6/2    0.000    0.000    0.436    0.218 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/numba/core/dispatcher.py:297(get_call_template)
    93084    0.284    0.000    0.412    0.000 <__array_function__ internals>:2(where)
   114926    0.318    0.000    0.390    0.000 <__array_function__ internals>:2(empty_like)
     1220    0.012    0.000    0.378    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/conv.py:457(forward)
     1220    0.001    0.000    0.365    0.000 /home/yanjun/NewDisk/beliefplanning/.venv38/lib/python3.8/site-packages/torch/nn/modules/conv.py:449(_conv_forward)
     1220    0.363    0.000    0.363    0.000 {built-in method torch.conv2d}
